id,OBJECTID,taz,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,Shape_Area,TotalNN,MR_SumNN,MR_Avg_NN,MR_Avg_NN_2010,DR_SumNN,DR_Avg_NN,DR_Avg_NN_2010,HR_SumNN,HR_Avg_NN,HR_Avg_NN_2010
208979,965,877,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,35551.4457884,13369221.2808,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208978,966,878,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,17017.9470461,2734704.90253,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208914,967,879,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,35880.2966545,42856007.9436,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208960,968,880,I,RICHMOND,RI,"RICHMOND,RI",,0,,24521.053718,16284436.1698,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208957,969,881,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,33758.6447933,48491018.4902,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,970,4036,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,1656.47595611,141924.153959,16.0,2871.8104900563185,179.4881556285199,123.84682738367873,182.32184996715645,11.395115622947278,7.862629779833622,76.60734196568552,4.787958872855345,3.303691622270188
208739,971,883,I,WARWICK,RI,"WARWICK,RI",,0,,7975.92708098,1981561.98055,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208965,972,885,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,10911.360712,4201419.389,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208986,973,896,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,4144.48579947,745180.07893,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208930,974,897,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,11928.4035598,2953817.41812,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208932,975,898,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,26095.7211016,5255452.70294,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208937,976,899,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,24023.4932762,15792719.8611,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208956,977,886,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,16676.8079859,9711669.04,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208908,978,887,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,26585.1678378,25786958.2564,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208958,979,888,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,24139.5163334,15435839.0882,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208019,980,1100,I,CUMBERLAND,RI,"CUMBERLAND,RI",,0,,3609.72701506,651084.179846,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208901,981,889,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,12322.1138071,5410038.34644,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208737,982,890,I,WARWICK,RI,"WARWICK,RI",,0,,15439.8821682,4804341.07627,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208904,983,928,I,WESTERLY,RI,"WESTERLY,RI",,0,,5590.13443704,1177545.28758,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208985,984,891,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,9070.08600899,3918234.81106,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208983,985,901,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,10059.4610169,4024477.97647,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208980,986,902,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,17640.0718312,6461556.34205,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208931,987,903,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,12713.7792956,6910197.41533,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208925,988,892,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,6987.40387362,1663434.1247,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208959,989,893,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,26366.4286782,21093489.5029,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208902,990,894,I,HOPKINTON,RI,"HOPKINTON,RI",,0,,17551.3825677,8401879.91226,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208984,991,895,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,5071.04650567,1022731.10964,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208903,992,900,I,WESTERLY,RI,"WESTERLY,RI",,0,,14165.1232152,6797402.58227,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,993,5185,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,3227.72894695,252917.987059,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208933,994,904,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,9242.08412115,2251275.14963,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208934,995,905,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,18964.9438572,2112393.85724,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208915,996,906,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,29376.7836619,33483062.1154,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208938,997,907,I,WESTERLY,RI,"WESTERLY,RI",,0,,17507.5965276,5970897.42844,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5601,998,4703,I,SPRINGFIELD,MA,"SPRINGFIELD,MA",PVPC,0,,3094.38265883,405564.033203,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208955,999,909,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,17288.3162561,18509365.6307,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208967,1000,910,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,20401.6747269,7228929.4882,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208947,1001,929,I,WESTERLY,RI,"WESTERLY,RI",,0,,4299.47264643,850298.163422,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208403,1002,1101,I,CUMBERLAND,RI,"CUMBERLAND,RI",,0,,2832.30724547,296977.422466,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208929,1003,911,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,7069.23110767,1471661.83382,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208936,1004,912,I,NARRAGANSETT,RI,"NARRAGANSETT,RI",,0,,21274.7596646,2584585.23952,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208917,1005,913,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,29039.9327334,27641081.5029,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208913,1006,914,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,51563.9592273,9270759.21263,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208916,1007,915,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,28115.2763289,2824705.75614,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208734,1008,1008,I,COVENTRY,RI,"COVENTRY,RI",,0,,6690.61314581,2340018.03258,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208946,1009,916,I,WESTERLY,RI,"WESTERLY,RI",,0,,16267.911179,15566168.4476,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208180,1010,1009,I,CRANSTON,RI,"CRANSTON,RI",,0,,4328.96650271,679784.863468,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2819,1011,5194,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1526.96000415,112499.124705,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208907,1012,917,I,WESTERLY,RI,"WESTERLY,RI",,0,,15578.8645338,12887090.5568,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208928,1013,918,I,WESTERLY,RI,"WESTERLY,RI",,0,,14273.8416609,5523690.96959,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208906,1014,919,I,WESTERLY,RI,"WESTERLY,RI",,0,,4164.49829731,602460.724848,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208954,1015,920,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,17843.7705182,18741822.484,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208963,1016,921,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,15986.8269347,11057735.2548,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208935,1017,922,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,28989.1404048,7495800.71632,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208909,1018,923,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,22369.2558309,21575793.2296,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208912,1019,924,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,18606.4887589,2673024.25554,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208945,1020,925,I,WESTERLY,RI,"WESTERLY,RI",,0,,18818.5544268,4726686.02444,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208735,1021,1010,I,WEST WARWICK,RI,"WEST WARWICK,RI",,0,,3262.14318343,396060.491223,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208924,1022,926,I,WESTERLY,RI,"WESTERLY,RI",,0,,10924.9889012,4813201.14978,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208970,1023,930,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,10154.4808547,5257618.19045,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208964,1024,931,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,9193.52800792,1023279.78507,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208910,1025,932,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,25992.1050368,3322920.28508,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208923,1026,927,I,WESTERLY,RI,"WESTERLY,RI",,0,,10581.5686884,3871575.0335,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208905,1027,936,I,WESTERLY,RI,"WESTERLY,RI",,0,,3333.90837174,441653.69901,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208194,1028,1021,I,CRANSTON,RI,"CRANSTON,RI",,0,,2205.6721497,283943.280031,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208911,1029,933,I,CHARLESTOWN,RI,"CHARLESTOWN,RI",,0,,9216.01897429,765788.575905,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208918,1030,934,I,WESTERLY,RI,"WESTERLY,RI",,0,,13551.7915324,1383765.14625,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208922,1031,935,I,WESTERLY,RI,"WESTERLY,RI",,0,,25973.3821115,5179938.59845,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208120,1032,1022,I,CRANSTON,RI,"CRANSTON,RI",,0,,2375.67452154,312725.289521,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208972,1033,937,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,9231.08383419,5323112.82106,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208968,1034,938,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,11267.7238882,1962646.99142,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208943,1035,939,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,19651.0826682,6710601.7645,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208921,1036,940,I,WESTERLY,RI,"WESTERLY,RI",,0,,3708.40751386,616108.745176,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208992,1037,941,I,NORTH KINGSTOWN,RI,"NORTH KINGSTOWN,RI",,0,,11327.1944315,1349958.74284,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208121,1038,1023,I,CRANSTON,RI,"CRANSTON,RI",,0,,2082.54143836,214851.622826,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208087,1039,1024,I,CRANSTON,RI,"CRANSTON,RI",,0,,2621.64124485,397310.052856,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208942,1040,942,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,8049.35267477,1123430.53137,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208920,1041,943,I,WESTERLY,RI,"WESTERLY,RI",,0,,21432.6482133,2496710.68747,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,1042,5206,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1335.68696401,99191.3136754,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208941,1043,944,I,SOUTH KINGSTOWN,RI,"SOUTH KINGSTOWN,RI",,0,,9986.28534245,5066693.51785,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208717,1044,945,I,COVENTRY,RI,"COVENTRY,RI",,0,,15368.8816494,3541675.55822,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208085,1045,1025,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,4901.99600103,1280853.84934,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208719,1046,946,I,COVENTRY,RI,"COVENTRY,RI",,0,,9404.54551028,3278257.25739,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208110,1047,1026,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2381.7430443,342385.499118,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208111,1048,1027,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2116.27109479,173787.207305,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208291,1049,1028,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2252.11025228,196043.999277,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208720,1050,947,I,COVENTRY,RI,"COVENTRY,RI",,0,,13883.9256266,5546836.4999,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208295,1051,1029,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1432.85528862,128032.201085,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208057,1052,1030,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1639.95985718,157692.47978,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208702,1053,948,I,COVENTRY,RI,"COVENTRY,RI",,0,,17063.9240595,15780751.939,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208056,1054,1031,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2235.2013264,272555.899006,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208293,1055,1032,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1445.61947844,128396.244812,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208728,1056,949,I,COVENTRY,RI,"COVENTRY,RI",,0,,11475.2111328,5080642.61168,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208289,1057,1033,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2374.21418836,263914.887337,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208136,1058,1034,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1723.90188609,171693.243291,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208713,1059,950,I,COVENTRY,RI,"COVENTRY,RI",,0,,10319.681731,3971623.72102,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208031,1060,964,I,SCITUATE,RI,"SCITUATE,RI",,0,,18669.8476063,14655482.6332,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208712,1061,951,I,COVENTRY,RI,"COVENTRY,RI",,0,,18365.3031704,10075300.2187,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208711,1062,952,I,COVENTRY,RI,"COVENTRY,RI",,0,,28289.9526847,36726127.5109,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208725,1063,953,I,WEST GREENWICH,RI,"WEST GREENWICH,RI",,0,,19287.1094783,11229153.3377,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208716,1064,954,I,COVENTRY,RI,"COVENTRY,RI",,0,,30417.5011551,58580564.1293,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208043,1065,969,I,SCITUATE,RI,"SCITUATE,RI",,0,,11613.476966,7012398.58526,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208051,1066,970,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,22205.4496881,27612658.7621,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208701,1067,955,I,COVENTRY,RI,"COVENTRY,RI",,0,,10100.1261725,4155418.73405,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208041,1068,956,I,SCITUATE,RI,"SCITUATE,RI",,0,,12793.1883875,4677549.28311,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208042,1069,957,I,SCITUATE,RI,"SCITUATE,RI",,0,,31145.6259555,47400137.7368,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208048,1070,958,I,FOSTER,RI,"FOSTER,RI",,0,,25733.7539935,32713818.9468,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208037,1071,992,I,SMITHFIELD,RI,"SMITHFIELD,RI",,0,,6957.80041783,2322247.00707,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1072,3341,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,2524.56023763,168375.652516,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208047,1073,959,I,FOSTER,RI,"FOSTER,RI",,0,,26351.7386582,34947116.9177,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,1074,3346,I,CHELSEA,MA,"CHELSEA,MA",BRMPO,1,ICC,1299.45838569,86788.9719696,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208049,1075,960,I,FOSTER,RI,"FOSTER,RI",,0,,24040.0339401,31745928.6671,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208050,1076,961,I,FOSTER,RI,"FOSTER,RI",,0,,28252.1265262,34994059.7906,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,1077,4037,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,2167.82310003,228777.432927,16.0,2871.8104900563185,179.4881556285199,123.84682738367873,182.32184996715645,11.395115622947278,7.862629779833622,76.60734196568552,4.787958872855345,3.303691622270188
208026,1078,962,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,30030.5667296,37719708.2577,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208038,1079,963,I,SCITUATE,RI,"SCITUATE,RI",,0,,23496.8132994,17217563.3822,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208039,1080,965,I,SCITUATE,RI,"SCITUATE,RI",,0,,23917.8884779,29075414.3763,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,1081,4038,I,CAMBRIDGE,MA,"CAMBRIDGE,MA",BRMPO,1,ICC,1992.52865092,217899.833665,16.0,2871.8104900563185,179.4881556285199,123.84682738367873,182.32184996715645,11.395115622947278,7.862629779833622,76.60734196568552,4.787958872855345,3.303691622270188
208040,1082,966,I,SCITUATE,RI,"SCITUATE,RI",,0,,22149.3375522,21821528.8332,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208046,1083,967,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,33163.6501022,38257712.6984,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208013,1084,968,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,23833.4595623,29379349.3411,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208146,1085,1044,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,3713.90296941,718465.587167,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208034,1086,971,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,14308.8839838,9335740.00461,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208137,1087,2730,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,2578.32167257,336449.4714,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208017,1088,972,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,22154.3490534,24397673.5845,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208009,1089,973,I,GLOCESTER,RI,"GLOCESTER,RI",,0,,13363.4318839,9889330.78336,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4093,1090,1112,I,NORTH ATTLEBOROUGH,MA,"NORTH ATTLEBOROUGH,MA",SRPEDD,0,,4934.97709313,1239350.52701,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208016,1091,974,I,SMITHFIELD,RI,"SMITHFIELD,RI",,0,,18044.0956398,13363309.1445,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208014,1092,975,I,NORTH SMITHFIELD,RI,"NORTH SMITHFIELD,RI",,0,,31072.8388156,30607717.8144,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208012,1093,976,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,20880.9118568,13504152.0503,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208015,1094,977,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,27435.2309887,27853958.9487,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208452,1095,978,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,23021.0383564,12483297.0016,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208451,1096,979,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,29462.6547203,21410947.0018,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208393,1097,1045,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,4064.95182081,598134.855893,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208607,1098,1046,I,BARRINGTON,RI,"BARRINGTON,RI",,0,,10929.5923661,2064037.51148,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208010,1099,980,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,14459.4451555,10308858.9357,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208453,1100,981,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,10488.7808086,1994326.50134,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208306,1101,1047,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,3166.02378112,269909.143231,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208450,1102,982,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,7927.88319647,1697661.30651,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208448,1103,983,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,24201.3248603,23707189.1484,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,1104,2403,I,MALDEN,MA,"MALDEN,MA",BRMPO,1,ICC,3013.7215466,501892.803278,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,1105,984,I,DOUGLAS,MA,"DOUGLAS,MA",CMRPC,0,,34673.8281068,44858093.261,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208268,1106,1048,I,EAST PROVIDENCE,RI,"EAST PROVIDENCE,RI",,0,,3887.63590384,403601.25591,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208011,1107,985,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,9589.92354572,1443917.91645,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208157,1108,999,I,CRANSTON,RI,"CRANSTON,RI",,0,,7879.26384073,3229531.85363,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208449,1109,986,I,BURRILLVILLE,RI,"BURRILLVILLE,RI",,0,,10613.3636853,4041253.53109,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208001,1110,987,I,LINCOLN,RI,"LINCOLN,RI",,0,,20719.4137832,6487814.54794,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
