id,OBJECTID,taz,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,Shape_Area,TotalNN,MR_SumNN,MR_Avg_NN,MR_Avg_NN_2010,DR_SumNN,DR_Avg_NN,DR_Avg_NN_2010,HR_SumNN,HR_Avg_NN,HR_Avg_NN_2010
4398,1,0,I,MIDDLEBOROUGH,MA,"MIDDLEBOROUGH,MA",SRPEDD,0,,22284.4633478,20167447.5608,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2571,2,1,I,BRIDGEWATER,MA,"BRIDGEWATER,MA",OCPC,0,,18241.6972755,9283491.95519,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2669,3,2,I,HALIFAX,MA,"HALIFAX,MA",OCPC,0,,17900.6747587,16058291.6215,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,4,3,I,MIDDLEBOROUGH,MA,"MIDDLEBOROUGH,MA",SRPEDD,0,,23735.0989517,19921323.1981,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2641,5,49,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,19458.1119218,4236087.84222,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2643,6,50,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,18394.7395277,7058618.08012,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666,7,51,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,63168.9615404,6570340.97055,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2665,8,52,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,14260.8305578,4534400.79813,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2675,9,53,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,9247.4840928,2594486.12923,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,10,1804,I,NEWBURY,MA,"NEWBURY,MA",MVPC,0,,30299.4979539,5686829.20083,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,11,4,I,BRIDGEWATER,MA,"BRIDGEWATER,MA",OCPC,0,,13498.2021124,6366971.74814,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2670,12,5,I,HALIFAX,MA,"HALIFAX,MA",OCPC,0,,12087.9435008,6622156.53215,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2674,13,6,I,PLYMPTON,MA,"PLYMPTON,MA",OCPC,0,,24348.8266121,30384318.3537,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,14,7,I,EAST BRIDGEWATER,MA,"EAST BRIDGEWATER,MA",OCPC,0,,21809.6020433,8526461.00349,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,15,124,I,BRAINTREE,MA,"BRAINTREE,MA",BRMPO,1,SSC,7255.22998812,2669503.89421,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,16,8,I,HALIFAX,MA,"HALIFAX,MA",OCPC,0,,12646.5082358,7306987.32734,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2673,17,9,I,PLYMPTON,MA,"PLYMPTON,MA",OCPC,0,,14771.4978486,8737142.01805,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,18,10,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,21265.2735629,17216053.2272,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,19,11,I,CARVER,MA,"CARVER,MA",SRPEDD,0,,14113.768354,9249418.54148,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4313,20,464,I,NEW BEDFORD,MA,"NEW BEDFORD,MA",SRPEDD,0,,1500.31439656,144088.065163,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,21,12,I,CARVER,MA,"CARVER,MA",SRPEDD,0,,15590.4767207,8500103.11946,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,22,125,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,5038.50440405,1374844.01709,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4314,23,465,I,NEW BEDFORD,MA,"NEW BEDFORD,MA",SRPEDD,0,,1437.26465964,128963.192754,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,24,13,I,CARVER,MA,"CARVER,MA",SRPEDD,0,,14705.0813605,7112613.06548,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2668,25,14,I,HALIFAX,MA,"HALIFAX,MA",OCPC,0,,13069.4600985,10115186.0254,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,26,72,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,3342.84219703,609802.956138,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,27,15,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,14832.3816194,9365574.29292,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,28,16,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,19281.0266201,14333488.9104,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794,29,158,I,BRAINTREE,MA,"BRAINTREE,MA",BRMPO,1,SSC,4060.48972003,741903.566046,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4324,30,466,I,NEW BEDFORD,MA,"NEW BEDFORD,MA",SRPEDD,0,,1764.89494454,179329.780741,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,31,17,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,9514.7222784,4935205.92283,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2683,32,18,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,14881.5900021,7145753.28572,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680,33,19,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,9276.05294587,2647500.77073,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2677,34,20,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,10758.6249137,3197664.98861,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833,35,112,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,4403.0692729,1164698.31833,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2707,36,21,I,PLYMOUTH,MA,"PLYMOUTH,MA",OCPC,0,,9567.96825064,4564000.69808,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2649,37,22,I,HANSON,MA,"HANSON,MA",OCPC,0,,12010.5225184,7536152.60489,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,38,113,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,2869.78978016,328987.586794,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4295,39,566,I,NEW BEDFORD,MA,"NEW BEDFORD,MA",SRPEDD,0,,1369.7817734,111874.072644,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2671,40,23,I,HALIFAX,MA,"HALIFAX,MA",OCPC,0,,10076.7754737,4926376.77472,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,41,24,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,15346.1231795,6626817.77901,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,42,25,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,14945.3768872,10270307.475,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,43,26,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,16847.1592099,13987590.7269,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,44,558,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,1954.60336652,158595.989381,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207942,45,559,I,TIVERTON,RI,"TIVERTON,RI",,0,,20911.7261567,19560081.4173,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4248,46,560,I,WESTPORT,MA,"WESTPORT,MA",SRPEDD,0,,30903.1107908,26608494.9054,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2661,47,27,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,13766.6213722,6777081.19932,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,48,28,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,11102.6624829,4526022.80701,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2679,49,29,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,9360.38211587,3042905.49037,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4145,50,567,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,1727.94879067,182946.067532,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2678,51,30,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,8645.1242884,1983141.40119,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,52,159,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,5094.33325748,938319.160193,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,53,1392,I,BROCKTON,MA,"BROCKTON,MA",OCPC,0,,2142.08956286,205323.521403,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,54,31,I,PLYMOUTH,MA,"PLYMOUTH,MA",OCPC,0,,11590.2460929,4737812.39616,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,55,32,I,HANSON,MA,"HANSON,MA",OCPC,0,,9188.76724911,3568550.2041,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,56,33,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,13871.6677693,7900865.60481,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,57,34,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,12412.9272534,4468528.8778,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,58,35,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,11354.9939435,4708018.54936,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,59,5659,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,1630.53629864,77860.6232155,16.0,5635.59807304581,352.22487956536315,243.03516690010056,416.0,26.0,17.939999999999998,130.56542812052368,8.16033925753273,5.630634087697583
2638,60,36,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,10176.0194605,5336121.0509,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4149,61,568,I,FALL RIVER,MA,"FALL RIVER,MA",SRPEDD,0,,2111.92392156,191454.076803,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,62,37,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,12329.0206726,5139305.33143,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2663,63,38,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,17975.5756011,12391678.2955,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208396,64,1430,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1785.93116589,195109.658673,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,65,39,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,12421.5883838,7709125.13254,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,66,40,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,12524.0218826,6233313.07814,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208398,67,1431,I,PROVIDENCE,RI,"PROVIDENCE,RI",,0,,1726.5325551,172415.20917,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2676,68,41,I,KINGSTON,MA,"KINGSTON,MA",OCPC,0,,6218.97570358,2020472.22795,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,69,126,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,4559.09444212,1285454.35225,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2651,70,42,I,HANSON,MA,"HANSON,MA",OCPC,0,,13073.7937533,6799854.68065,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,71,43,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,12784.1782214,6862150.54472,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,72,44,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,11320.5176771,4033848.06854,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,73,45,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,19517.2946775,10594492.8814,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,74,160,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,4204.24661423,676459.954893,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,75,46,I,PEMBROKE,MA,"PEMBROKE,MA",OCPC,0,,10847.8789959,3320408.38674,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,76,47,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,20969.8873617,17233002.391,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,77,48,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,19542.9780665,10570065.8316,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,78,54,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,12097.0221002,6402208.78965,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,79,55,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,12176.0566431,6049365.08764,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,80,56,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,8519.61405538,1689442.60232,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,81,74,I,COHASSET,MA,"COHASSET,MA",BRMPO,1,SSC,15917.3932335,12245693.535,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,82,75,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,13671.3936282,4274928.50664,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,83,76,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,13333.0061982,5611867.1942,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,84,57,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,18852.2327137,15233546.7485,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,85,58,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,24388.2752611,7437556.68772,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,86,59,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,54416.25322,15373445.8308,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,87,60,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,12968.4040212,2992985.68663,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,88,61,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,11511.5056885,4050879.79057,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2667,89,62,I,DUXBURY,MA,"DUXBURY,MA",OCPC,0,,16982.5599788,4137334.7845,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,90,63,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,13800.4987866,7617382.96873,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,91,64,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,13900.6471797,6624870.29231,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,92,65,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,15576.4273071,8794925.58136,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,93,66,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,16666.1650606,10030861.7927,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,94,67,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,25822.6098332,6932942.05017,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2640,95,68,I,MARSHFIELD,MA,"MARSHFIELD,MA",BRMPO,1,SSC,9178.27007641,2317279.54859,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,96,87,I,ROCKLAND,MA,"ROCKLAND,MA",BRMPO,1,SSC,10816.5106211,4446789.73715,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1866,97,88,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,7802.05911172,2705816.139,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,98,69,I,ROCKLAND,MA,"ROCKLAND,MA",BRMPO,1,SSC,8269.28117486,2591307.50403,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,99,70,I,ROCKLAND,MA,"ROCKLAND,MA",BRMPO,1,SSC,7251.24215201,1532039.6298,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,100,71,I,HANOVER,MA,"HANOVER,MA",OCPC,0,,4621.02343364,588968.066914,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,101,73,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,16770.4440453,14340552.5593,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,102,161,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,2839.92594546,341078.406898,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4109,103,1223,I,ATTLEBORO,MA,"ATTLEBORO,MA",SRPEDD,0,,2880.71630032,408093.669497,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1889,104,77,I,ROCKLAND,MA,"ROCKLAND,MA",BRMPO,1,SSC,7819.70314481,2389449.13346,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,105,78,I,ROCKLAND,MA,"ROCKLAND,MA",BRMPO,1,SSC,5965.27774168,1663785.11759,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,106,131,I,BRAINTREE,MA,"BRAINTREE,MA",BRMPO,1,SSC,5373.82528557,1864192.9449,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1864,107,79,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,11534.7926286,4484267.99829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,108,80,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,7516.90464043,2916039.68775,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1868,109,81,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,19157.7862133,14782752.5651,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208347,110,1230,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,1691.29999908,148934.565542,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,111,82,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,12114.4680126,3720943.34584,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,112,83,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,24899.2599845,5411896.3204,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,113,84,I,COHASSET,MA,"COHASSET,MA",BRMPO,1,SSC,23289.814566,7616983.77273,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1870,114,85,I,COHASSET,MA,"COHASSET,MA",BRMPO,1,SSC,17551.1603981,3188129.80266,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,115,86,I,SCITUATE,MA,"SCITUATE,MA",BRMPO,1,SSC,25381.5543208,5055417.04954,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1834,116,89,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,6528.20384411,1996003.12066,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1832,117,90,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,5714.79939151,1767458.77538,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,118,91,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,13036.4483117,6965720.20863,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,119,92,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,3958.77615299,741309.220708,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,120,203,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,3039.90341723,442118.038543,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,121,5660,I,BOSTON,MA,"BOSTON,MA",BRMPO,1,ICC,978.447689658,43488.2432609,16.0,9435.434788242925,589.7146742651828,406.9031252429761,649.0,40.5625,27.988124999999997,242.59562276625599,15.162226422890999,10.46193623179479
1904,122,93,I,NORWELL,MA,"NORWELL,MA",BRMPO,1,SSC,5141.08286458,1326441.07174,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,123,94,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,10560.5757156,4109796.87399,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1847,124,97,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,7127.0063414,2938604.95898,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,125,137,I,RANDOLPH,MA,"RANDOLPH,MA",BRMPO,1,TRIC,6277.25940946,1850638.0039,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861,126,95,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,7439.78397977,3008511.48629,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,127,204,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,1575.50893256,103299.251584,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,128,1460,I,NORTHBRIDGE,MA,"NORTHBRIDGE,MA",CMRPC,0,,5969.15873529,1303104.6271,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,129,96,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,5397.47922842,828147.98971,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,130,180,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,5042.56365712,1044916.09133,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,131,98,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,8511.06282149,2565131.45126,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838,132,99,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,5817.60192504,1572448.75987,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1837,133,100,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,6888.4917225,1861123.78192,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,134,101,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,4349.81484001,877651.464272,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,135,181,I,QUINCY,MA,"QUINCY,MA",BRMPO,1,ICC,1596.8141206,116064.108939,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,136,102,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,4872.66483189,1094589.2544,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,137,103,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,9243.19191669,1871183.7141,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,138,104,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,10680.4242852,3141738.89146,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,139,105,I,HINGHAM,MA,"HINGHAM,MA",BRMPO,1,SSC,10898.8145983,2389455.5793,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1846,140,106,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,8427.34915704,3088044.68635,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840,141,109,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,3731.44964803,469240.215395,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208324,142,1231,I,PAWTUCKET,RI,"PAWTUCKET,RI",,0,,2379.12226869,347847.844848,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1845,143,107,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,6426.73571808,1918457.50858,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,144,108,I,WEYMOUTH,MA,"WEYMOUTH,MA",BRMPO,1,SSC,2629.71373523,362824.790737,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
