id,OBJECTID,taz,type,town,state,town_state,mpo,in_brmpo,subregion,Shape_Leng,Shape_Area,WeightSum,WeightxHRSum,WeightxDRSum,WeightxMRSum,Weighted_Average_HR,Weighted_Average_DR,Weighted_Average_MR,Weighted_Average_MR_2010,Weighted_Average_DR_2010,Weighted_Average_HR_2010
3143,5201,5144,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,2565.86700724,248302.066159,111.56213336561768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,5202,5145,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,2502.43116984,268362.700467,111.07942207946756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,5203,5147,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,9928.30291769,3856180.79691,110.6370264043923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2823,5204,5148,I,AUBURN,MA,"AUBURN,MA",CMRPC,0,,3736.71461846,829236.259538,113.90993533553925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,5205,5149,I,AUBURN,MA,"AUBURN,MA",CMRPC,0,,3242.75393483,530909.36215,113.7913164185513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,5206,5156,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1283.03667019,104866.091825,111.07895243280281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,5207,5157,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,1285.23432886,90799.7496725,111.40325144175969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147,5208,5151,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,4276.86691547,1001991.21216,112.52706970019717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3149,5209,5152,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,3250.43121116,306845.444434,112.39889486287647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3150,5210,5153,I,WORCESTER,MA,"WORCESTER,MA",CMRPC,0,,4641.01839031,936616.284183,112.23132277387444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
