lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 State Street Financial Center,"1 Lincoln St Boston, MA 02111, US ",30 Min:  $7; 1 Hour:  $14; 2 Hours:  $22; 24 Hours:  $38; Evening: In After 4pm / Out By 9am $10; ,Monthly:  $175-$600,$600.00,https://www.parkme.com/lot/52819
 Pi Alley,"275 Washington St Boston, MA 02201, US ",30 Min:  $10; 1 Hour:  $22; 1.5 Hours:  $34; 12 Hours:  $42; 24 Hours:  $44; 10 Hours: Mon-Thu; In After 5pm / Out By 3am $14; 10 Hours: Fri-Sun; In After 4pm $14; 24 Hours: Fri-Sun; In After 4pm $24; ,Monthly:  $135-$610,$610.00,https://www.parkme.com/lot/26803
 100 High Street Parking,"100 High St Boston, MA 02110, US ",Each 20 Min:  $8; Daily Max:  $42; Early Bird: Mon-Fri; In Between 5am-9am / Out By 9pm $28; Evening: Mon-Fri; In After 5:30pm / Out By 5am $11; Sat-Sun:  $11; ,Monthly:  $510-$612,$612.00,https://www.parkme.com/lot/75607
 75-101 Federal,"75-101 Federal St Boston, MA 02110, US ",20 Min:  $7; 40 Min:  $14; 1 Hours:  $23; 80 Min:  $28; 2 Hours:  $35; Daily Max:  $39; ,Monthly:  $520-$625,$625.00,https://www.parkme.com/lot/197432
 33 Arch St Garage,"2 Hawley Pl Boston, MA 02110, US ",30 Min:  $9; 1 Hour:  $20; 1.5 Hours:  $30; 2 Hours:  $39; Daily Max:  $42; Early Bird: Mon-Fri; In Between 5am-9am / Out By 12am $27; Evening: Mon-Fri; In After 5pm / Out By 5am $11; 12 Hours: Sat-Sun $11; ,Monthly:  $460-$630,$630.00,https://www.parkme.com/lot/32111
 125 Summer Street,"50 Lincoln St Boston, MA 02111, US ",Sat-Sun:  $12; Early Bird: In Between 5am-8am / Out By 8pm $35; ,Monthly:  $200-$650,$650.00,https://www.parkme.com/lot/15245
 125 High St Garage,"115 Purchase St Boston, MA 02110, US ",20 Min:  $8; 40 Min:  $15; 1 Hour:  $22; 80 Min:  $26; 100 Min:  $32; Daily Max:  $39; Early Bird: In By 9am / Out After 12pm $27; Evening: In After 4pm / Out By 4am $10; ,Monthly:  $520-$650,$650.00,https://www.parkme.com/lot/80375
 Lafayette Garage,"1 Ave De Lafayette Boston, MA 02111, US ",30 Min:  $8; 1 Hour:  $16; 1.5 Hours:  $24; 2 Hours:  $32; 12 Hours:  $38; 24 Hours:  $40; Evening: Mon-Fri; In After 4pm / Out By 5am; 12 Hours $20; 12 Hours: Sat-Sun $20; ,Monthly:  $185-$675,$675.00,https://www.parkme.com/lot/52809
 One Greenway,"99 Kneeland St Boston, MA 02111, US ",30 Min:  $8; 1 Hour:  $14; 1.5 Hours: Mon-Fri $20; 2 Hours: Mon-Fri $26; 2.5 Hours: Mon-Fri $31; 24 Hours:  $36; Mon-Fri: In Between 5am-9am / Out By 6pm $26; Evening: Mon-Fri; In After 5pm / Out By 5am $14; 12 Hours: Sat-Sun $14; ,Monthly:  $435-$720,$720.00,https://www.parkme.com/lot/232610
 369 Albany St Parking,"369 Albany St Boston, MA 02118, US ",,,—,https://www.parkme.com/lot/26820
 180 W Fourth St Parking,"180 W Fourth St Boston, MA 02127, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80464
 101 C St Parking,"101 C St Boston, MA 02127, US ",,,—,https://www.parkme.com/lot/80473
 Oishii Boston,"1166 Washington St Boston, MA 02118, US ",,Tue-Thu:  4:30pm-10pm,—,https://www.parkme.com/lot/188003
 50 Milk St Garage,"50 Milk St Boston, MA 02109, US ",,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/197424
 121 Seaport,"99 Autumn Ln Boston, MA 02210, US ",,,—,https://www.parkme.com/lot/332264
 The Greater Boston Food Bank,"70 S Bay Ave Boston, MA 02118, US ",Visitors Only:  Free; ,Mon-Fri:  8am-4:30pm,—,https://www.parkme.com/lot/24357
 98 Sherman Ct Parking,"98 Sherman Ct Boston, MA 02127, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26912
 71 Fargo St Parking,"71 Fargo St Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/26950
 Patrick Gavin Middle School,"209 W Seventh St Boston, MA 02127, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/26980
 Church in Boston,"156 E Cottage St Boston, MA 02125, US ",Visitors Only:  Free; ,,—,https://www.parkme.com/lot/26995
 295 Devonshire St Parking,"295 Devonshire St Boston, MA 02110, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80330
 Josiah Quincy Upper School,"87 Fayette St Boston, MA 02116, US ",Visitors Only:  Free; ,Mon-Fri:  8:30am-3:30pm,—,https://www.parkme.com/lot/80345
 50 Herald St Garage,"990 Washington St Boston, MA 02118, US ",1 Hour: With Validation Free; ,Mon-Sun:  8am-8pm,—,https://www.parkme.com/lot/80361
 Massport Haul Rd Parking,"Massport Haul Rd Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80453
 2-98 Design Center Pl Parking,"2-98 Design Center Pl Boston, MA 02210, US ",Customer Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/80455
 Boston Convention and Exhibition Center,"6 Claflin St Boston, MA 02210, US ",Visitors Only:  Free; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/321379
 South Boston Community Health Center,"250 Silver St Boston, MA 02127, US ",Visitors Only:  Free; ,Mon-Fri:  7am-8pm,—,https://www.parkme.com/lot/328407
