lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 VanNess Garage,,,,$12.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F10880%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=VanNess+Garage&show=true
 660 Washington St Garage,"660 Washington St Boston, MA 02111, US ",30 Min:  $7; 1 Hour:  $13; 1.5 Hours:  $21; 2 Hours:  $23; 12 Hours:  $27; 24 Hours:  $31; Early Bird: Mon-Fri; In Between 5am-9am / Out By 7pm $19; Evening: Mon-Fri; 6pm-5am $17; 12 Hours: Sat-Sun; Out By 5am $17; Sat-Sun:  $20; ,Monthly:  $335-$395,$13.00,https://www.parkme.com/lot/15258/660-washington-st?entry-date=2022-01-24T13:33&duration=60
 Tufts Medical Center,"274 Tremont St Boston, MA 02116, US ",10 Min:  Free; 1 Hour:  $13; 2 Hours:  $22; 3 Hours:  $28; 7 Hours:  $32; Daily Max:  $40; 30 Min: With Validation Free; 2.5 Hours: With Validation $11; 5.5 Hours: With Validation $13; 7.5 Hours: With Validation $18; Max: With Validation $25; ,Mon-Sun:  24 Hours,$13.00,https://www.parkme.com/lot/26160
 Prudential Center Garage,"79 Exeter St Boston, MA 02116, US ",1 Hour:  $13; 1.5 Hours:  $22; 2 Hours:  $32; 24 Hours:  $44; 4 Hours: With Validation; In After 9:30am $15; 5 Hours: With Validation; In After 9:30am $20; Max: In After 5pm / Out By 3am; With Validation $15; Event:  $18; ,Monthly:  $135-$510,$13.00,https://www.parkme.com/lot/32173/prudential-center-garage-boston-ma?entry-date=2022-01-24T13:33&duration=60
 Atelier 505,"14 Warren Ave Boston, MA 02116, US ",1 Hour:  $13; 2 Hours:  $21; 10 Hours:  $26; 24 Hours:  $33; Early Bird: Mon-Fri; In Between 5am-9:30am / Out By 7pm $16; Evening: Mon-Wed; In After 6pm / Out By 3am $16; Evening: Thu-Fri; In After 6pm / Out By 3am $21; 1 Hour: Sun; In After 4am / Out By 12am $13; Max: Sun; In After 4am / Out By 12am $22; ,Monthly:  $315-$425,$13.00,https://www.parkme.com/lot/52945/atelier-505-south-boston-ma?entry-date=2022-01-24T13:33&duration=60
 The Carl J. Shapiro Clinical Center,"98 Binney St Boston, MA 02115, US ",1 Hour:  $13; 4 Hours:  $25; 6 Hours:  $35; 24 Hours:  $45; ,Mon-Fri:  5am-11pm,$13.00,https://www.parkme.com/lot/1203476
 Motor Mart Garage,"201 Stuart St Boston, MA 02116, US ",1 Hour:  $14; 2 Hours:  $20; 10 Hours:  $30; 24 Hours:  $40; Early Bird: Mon-Fri; In Between 5am-10am; 12 Hours $24; 1 Hour: Mon-Fri; In After 3pm $10; 2 Hours: Mon-Fri; In After 3pm $18; 10 Hours: Mon-Fri; In After 3pm $25; 24 Hours: Mon-Fri; In After 3pm $40; 1 Hour: Sat-Sun $10; 2 Hours: Sat-Sun $18; 10 Hours: Sat-Sun $25; 24 Hours: Sat-Sun $40; 3 Hours: In After 5pm; With Validation $10; ,Monthly:  $173-$525,$14.00,https://www.parkme.com/lot/26170/motor-mart-garage-boston-ma?entry-date=2022-01-24T13:33&duration=60
 Revere,"200 Stuart St Boston, MA 02116, US ",1 Hour:  $14; 2 Hours:  $22; 5 Hours:  $32; 10 Hours:  $36; 24 Hours:  $42; 3 Hours: In After 3pm; With Validation $10; ,Monthly:  $173-$525,$14.00,https://www.parkme.com/lot/32158/revere-boston-ma?entry-date=2022-01-24T13:33&duration=60
 200 Newbury Street,"109-127 Arlington St Boston, MA 02116, US ",30 Min:  $7; 1 Hour:  $14; 10 Hours:  $21; 24 Hours:  $38; Evening: In After 5pm; 10 Hours $15; 10 Hours: Sat-Sun $15; ,Monthly:  $350,$14.00,https://www.parkme.com/lot/80332/200-newbury-street-boston-ma?entry-date=2022-01-24T13:33&duration=60
 277 Northampton St Garage,"277 Northampton St Boston, MA 02118, US ",Max: 6am-6pm $15; Evening: In After 6pm $15; Event:  $15; ,Monthly:  $300,$15.00,https://www.parkme.com/lot/15328/277-northampton-st?entry-date=2022-01-24T13:33&duration=60
 AVA Theater District,"45 Stuart St Boston, MA 02116, US ",4 Hours:  $15; 8 Hours:  $18; 12 Hours:  $34; 24 Hours:  $43; ,Monthly:  $385,$15.00,https://www.parkme.com/lot/32163/ava-theater-district-boston-ma?entry-date=2022-01-24T13:33&duration=60
 Lansdowne Street Garage,,,,$15.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F8919%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=Lansdowne+Street+Garage&show=true
 St James at Arlington,"10 St James Ave Boston, MA 02116, US ",1 Hour:  $15; 2 Hours:  $30; Daily Max:  $38; 1 Hour: Mon-Fri; In After 5pm $15; Max: Mon-Fri; In After 5pm $30; Max: Sat-Sun $38; ,Monthly:  $470-$675,$15.00,https://www.parkme.com/lot/80423/st-james-at-arlington-boston-ma?entry-date=2022-01-24T13:33&duration=60
 120 Brookline Ave Garage,"51 Van Ness St Boston, MA 02215, US ",Daily Max:  $15; Event:  $50; ,Mon-Fri:  7am-7pm,$15.00,https://www.parkme.com/lot/115650/120-brookline-ave?entry-date=2022-01-24T13:33&duration=60
 101 Kilmarnock St Parking,"101 Kilmarnock St Boston, MA 02215, US ",Max: 6am-6pm $15; Max: 6pm-6am $15; Event:  $35-$45; ,Mon-Sun:  5am-12am,$15.00,https://www.parkme.com/lot/197399
 400 Stuart St Garage,"400 Stuart St Boston, MA 02116, US ",30 Min:  $10; 1 Hour:  $14; 2 Hours:  $24; 3 Hours:  $32; 6 Hours:  $36; 24 Hours:  $38; Early Bird: Mon-Fri; In By 9am / Out Between 2pm-7pm $20; Evening: Mon-Fri; In After 4pm / Out By 8am $12; Sat-Sun: 12 Hours $14; Tax Not Included:  10.0%; ,Monthly:  $435,$15.40,https://www.parkme.com/lot/26828/400-stuart-st?entry-date=2022-01-24T13:33&duration=60
 Hynes Auditorium,"50 Dalton St Boston, MA 02115, US ",30 Min:  $9; 1 Hour:  $16; 1.5 Hours:  $21; 2 Hours:  $26; 2.5 Hours:  $31; 12 Hours:  $35; 24 Hours:  $39; Early Bird: In By 9am / Out By 6pm $25; 30 Min: In After 4pm / Out By 6am $9; 1 Hour: In After 4pm / Out By 6am $16; Max: In After 4pm / Out By 6am $19; Event: Sat-Sun; Out By 3am $19; ,Monthly:  $400,$16.00,https://www.parkme.com/lot/15294/hynes-auditorium-boston-12-ma?entry-date=2022-01-24T13:33&duration=60
 Ritz Carlton Boston Common,"47 Boylston St Boston, MA 02116, US ",30 Min: Mon-Fri; 5am-4:59pm $8; 1 Hour: Mon-Fri; 5am-4:59pm $16; 1.5 Hours: Mon-Fri; 5am-4:59pm $24; 2 Hours: Mon-Fri; 5am-4:59pm $30; 12 Hours: Mon-Fri; 5am-4:59pm $36; Max: Mon-Fri; 5am-4:59pm $38; 1 Hour: Mon-Fri; 5pm-4:59am $5; 1.5 Hours: Mon-Fri; 5pm-4:59am $15; Max: Mon; 5pm-4:59am $25; Max: Tue-Fri; 5pm-4:59am $20; Early Bird: Mon-Fri; In Between 5am-9:30am / Out Between 1pm-6pm $19; Valet:  $65; ,Monthly:  $400,$16.00,https://www.parkme.com/lot/80307/ritz-carlton-boston-common-boston-ma?entry-date=2022-01-24T13:33&duration=60
 63 Northampton St Garage,"63 Northampton St Boston, MA 02118, US ",Max: 6am-6pm $17; Max: 6pm-6am $17; Event:  $17; ,Mon-Fri:  6am-12am,$17.00,https://www.parkme.com/lot/26198
 70 Kilmarnock St Parking,,,,$17.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F10016%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=70+Kilmarnock+St+Parking&show=true
 The Colonnade,"120 Huntington Ave Boston, MA 02116, US ",1 Hour:  $18; 2 Hours:  $23; 3 Hours:  $30; 5 Hours:  $34; 12 Hours:  $39; Daily Max:  $48; ,Mon-Sun:  24 Hours,$18.00,https://www.parkme.com/lot/52727
 8 Garrison St Garage,"8 Garrison St Boston, MA 02116, US ",30 Min:  $9; 1 Hour:  $18; 1.5 Hours:  $24; 2 Hours:  $28; 2.5 Hours:  $35; Daily Max:  $40; Evening: Sun-Fri; 5pm-5am $15; Sat-Sun:  $15; ,Mon-Sun:  24 Hours,$18.00,https://www.parkme.com/lot/80447/8-garrison-st?entry-date=2022-01-24T13:33&duration=60
 Gainsboro Garage,"10 Gainsborough St Boston, MA 02115, US ",10 Hours:  $19; 24 Hours:  $21; ,Monthly:  $125-$380,$19.00,https://www.parkme.com/lot/26169/gainsboro-garage-boston-12-ma?entry-date=2022-01-24T13:33&duration=60
 501 Boylston Garage,"84 Newbury St Boston, MA 02116, US ",30 Min:  $10; 1 Hour:  $19; 1.5 Hours:  $29; Daily Max:  $40; ,Monthly:  $140-$685,$19.00,https://www.parkme.com/lot/115710
 149 Newbury St Parking,"149 Newbury St Boston, MA 02116, US ",30 Min:  $10; 1 Hour:  $20; 1.5 Hours:  $30; Daily Max:  $42; ,Mon-Sun:  24 Hours,$20.00,https://www.parkme.com/lot/15312
 234 Berkeley St Parking,"70 Newbury St Boston, MA 02116, US ",Each 30 Min:  $10; Daily Max:  $45; ,Mon-Sat:  7am-8pm,$20.00,https://www.parkme.com/lot/32168
 Theatre District Parking,"98 Seaver Pl Boston, MA 02116, US ",Mon-Fri:  $20; Sat-Sun:  $30; Event:  $35; ,Mon-Fri:  6am-3am,$20.00,https://www.parkme.com/lot/75556
 72 E Berkeley St Parking,"72 E Berkeley St Boston, MA 02118, US ",Max: 6am-6pm $20; Evening: 6pm-6am $20; ,Mon-Thu:  6am-6pm,$20.00,https://www.parkme.com/lot/112778/72-e-berkeley-st?entry-date=2022-01-24T13:33&duration=60
 290 Tremont St Parking,,,,$22.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F10699%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=290+Tremont+St+Parking&show=true
 5-11 Haviland Street Garage,,,,$24.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F5039%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=5-11+Haviland+Street+Garage&show=true
 DoubleTree By Hilton,"821 Washington St Boston, MA 02111, US ",Daily Max:  $25; 24 Hours:  $45; ,Mon-Sun:  24 Hours,$25.00,https://www.parkme.com/lot/15266/doubletree-by-hilton-boston-ma?entry-date=2022-01-24T13:33&duration=60
 Hilton Boston Back Bay,"18 Belvidere St Boston, MA 02115, US ",1 Hour:  $25; 2 Hours:  $30; 10 Hours:  $35; 24 Hours:  $50; ,Mon-Sun:  24 Hours,$25.00,https://www.parkme.com/lot/32150
 1301 Boylston Street Parking,"1301 Boylston St Boston, MA 02215, US ",Max: 5am-5pm $25; Max: 5pm-2am $10; Event:  $60; ,Mon-Sun:  24 Hours,$25.00,https://www.parkme.com/lot/197401/1301-boylston-street-parking-south-boston-ma?entry-date=2022-01-24T13:33&duration=60
 The Back Bay Garage,"113 St James Ave Boston, MA 02116, US ",30 Min:  $12; 1 Hour:  $26; 2 Hours:  $38; Max: Out By 5am $43; Early Bird: In By 9am / Out Between 4pm-12am $28; 10 Min: Mon-Fri; 5pm-5am $5; 30 Min: Mon-Fri; 5pm-5am $8; Max: Mon-Fri; 5pm-5am $10; 1 Hour: Sat-Sun $12; 2 Hours: Sat-Sun $16; Max: Sat-Sun; Out By 5am $22; ,Monthly:  $140-$685,$26.00,https://www.parkme.com/lot/52875/the-back-bay-garage-boston-ma?entry-date=2022-01-24T13:33&duration=60
 W Boston,,,,$28.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F6239%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=W+Boston&show=true
 341 Newbury St Garage,"338 Public Alley 430 Boston, MA 02115, US ",30 Min:  $5; 24 Hours:  $30; ,Monthly:  $345-$525,$30.00,https://www.parkme.com/lot/15292
 34 Greenwich Park Parking,"Private Alley 536 Boston, MA 02118, US ",24 Hours:  $44; ,Mon-Sun:  24 Hours,$44.00,https://www.parkme.com/lot/356127/34-greenwich-park?entry-date=2022-01-24T13:33&duration=60
 The Eliot Hotel,"370 Commonwealth Ave Boston, MA 02215, US ",Valet:  $49; ,Mon-Sun:  24 Hours,$49.00,https://www.parkme.com/lot/187404
 Residence Inn Boston Back Bay/Fenway,"13 Burlington Ave Boston, MA 02215, US ",Daily Max:  $55; ,Mon-Sun:  24 Hours,$55.00,https://www.parkme.com/lot/52837
 The Verb Hotel,,,,$65.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F5474%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=The+Verb+Hotel&show=true
 Sheraton,"74 Belvidere St Boston, MA 02199, US ",24 Hours:  $65; ,Mon-Sun:  24 Hours,$65.00,https://www.parkme.com/lot/52717
 Clarendon Street Garage,,,,$640.00,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F5771%3Fpwa%3D4d19400&name=Clarendon+Street+Garage&show=true
 Boston Hotel Buckminster,"645 Beacon St Boston, MA 02215, US ",24 Hours:  $40; Event:  $40; ,Monthly:  $250,—,https://www.parkme.com/lot/15353
 Lot N - Granby Lot,"665 Commonwealth Ave Boston, MA 02215, US ",Each 30 Min:  $3; Evening: In After 3pm $12; Sat:  $12; Daily Max:  $17; Event:  $30; ,,—,https://www.parkme.com/lot/24268
 Fenway Garage,"189 Ipswich St Boston, MA 02215, US ",Event:  $45-$55; ,,—,https://www.parkme.com/lot/24281
 55 Jersey Street,,,,—,http://www.parkme.com/map/partner_redirect?url=https%3A%2F%2Fwww.parkwhiz.com%2Fp%2F9650%3Fpwa%3D4d19400%26start_date%3D01%2F24%2F2022%26end_date%3D01%2F24%2F2022%26start_time%3D13%3A33%26end_time%3D14%3A33&name=55+Jersey+Street&show=true
 25 Pilgrim Road,"25 Pilgrim Rd Boston, MA 02215, US ",Weekly:  $20-$40; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/24410
 819 Beacon St Parking,"Maitland St Boston, MA 02215, US ",Event:  $20-$50; ,,—,https://www.parkme.com/lot/24417/819-beacon-st?entry-date=2022-01-24T13:33&duration=60
 189-203 Ipswich Lot,"189-203 Ipswich St Boston, MA 02215, US ",Event:  $10-$55; ,Mon-Tue:  5am-10pm,—,https://www.parkme.com/lot/26178
 Renaissance Park Garage,"835 Columbus Ave Boston, MA 02120, US ",30 Min:  $11; 1 Hour:  $12; 1.5 Hours:  $21; 2 Hours:  $23; 2.5 Hours:  $25; 3 Hours:  $30; 4 Hours:  $32; 24 Hours:  $38; 24 Hours: Sat-Sun $20; ,Monthly:  $125-$350,—,https://www.parkme.com/lot/26200/renaissance-park-garage-boston-12-ma?entry-date=2022-01-24T13:33&duration=60
 369 Albany St Parking,"369 Albany St Boston, MA 02118, US ",,,—,https://www.parkme.com/lot/26820
