lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 Bellevue,"35 Colbert St Boston, MA 02132, US ",Mon-Fri:  $4; Sat-Sun:  $2; ,Monthly:  $70,$70.00,https://www.parkme.com/lot/215052
 Needham Heights Station,"300 Hillside Ave Needham, MA 02494, US ",Max: Mon-Fri $4; Max: Sat-Sun $2; ,Monthly:  $70,$70.00,https://www.parkme.com/lot/215085
 Hersey - South,"376 Great Plain Ave Needham, MA 02492, US ",Mon-Fri:  $4; Sat-Sun:  $2; ,Monthly:  $70,$70.00,https://www.parkme.com/lot/215145
 Hersey - North,"420 Great Plain Ave Needham, MA 02492, US ",Mon-Fri:  $4; Sat-Sun:  $2; ,Monthly:  $70,$70.00,https://www.parkme.com/lot/215147
 1799 Centre St Parking,"1799 Centre St Boston, MA 02132, US ",,Monthly:  $75,$75.00,https://www.parkme.com/lot/211116
 West Roxbury,"450 Lagrange St Boston, MA 02132, US ",Mon-Fri:  $6; Sat-Sun:  $2; ,Monthly:  $105,$105.00,https://www.parkme.com/lot/215054
 Needham Junction,"51 Junction St Needham, MA 02492, US ",Mon-Fri:  $6; Sat-Sun:  $2; ,Monthly:  $105,$105.00,https://www.parkme.com/lot/215086
 Needham Junction,"51 Junction St Needham, MA 02492, US ",Mon-Fri:  $6; Sat-Sun:  $2; ,Monthly:  $105,$105.00,https://www.parkme.com/lot/215589
