lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 Mattapan,"500 River St Boston, MA 02126, US ",Daily Max:  $2; ,Mon-Sun:  24 Hours,—,https://www.parkme.com/lot/215079
