lot_name,lot_address,daily_rates,monthly_rates,rate_simple,lot_url
 Dedham Public Library,"21 Norfolk St Dedham, MA 02026, US ",Patrons Only:  Free; ,Mon-Thu:  9:30am-8:30pm,$0.00,https://www.parkme.com/lot/312179
